# New HSK word list (January 2012) V1.0
# Level 1 to 6 -- 5000 words
# Source : http://cedric.hartland.free.fr
# hsk source list from http://www.davidpetersson.com
# Translations from CEDICT Dictionary (see http://www.mdbg.net)
# Distributed under Creative Commons BY-NC licence
#Level	Identifier	Hanzi	PinYin	Translations
6	4027	人家	rén jia	other people, sb else, he, she or they, I, me (referring to oneself as "one" or "people"),
6	4028	人间	rén jiān	the human world, the earth,
6	4029	人士	rén shì	person, figure, public figure,
6	4030	人为	rén wéi	artificial, man-made, having human cause or origin, human attempt or effort,
6	4031	人性	rén xìng	human nature, humanity, human, the totality of human attributes,
6	4032	人质	rén zhì	hostage,
6	4033	仁慈	rén cí	benevolent, charitable, kind, kindly, kindness, merciful,
6	4034	忍耐	rěn nài	to show restraint, to repress (anger etc), to exercise patience,
6	4035	忍受	rěn shòu	to bear, to endure,
6	4036	认定	rèn dìng	to maintain (that sth is true), to determine (a fact), determination (of an amount), of the firm opinion, to believe firmly, to set one's mind on, to identify with,
6	4037	认可	rèn kě	to approve, approval, acknowledgment, OK,
6	4038	任命	rèn mìng	to appoint and nominate, (job) appointment, CL:紙|纸[zhǐ],
6	4039	任性	rèn xìng	willful, headstrong, uninhibited,
6	4040	任意	rèn yì	arbitrary, at will, at random,
6	4041	任重道远	rèn zhòng dào yuǎn	a heavy load and a long road, fig. to bear heavy responsibilities through a long struggle (cf Confucian Analects, 8.7),
6	4042	仍旧	réng jiù	still (remaining), to remain (the same), yet,
6	4043	日新月异	rì xīn yuè yì	daily renewal, monthly change (idiom); every day sees new developments, rapid progress,
6	4044	日益	rì yì	day by day, more and more, increasingly, more and more with each passing day,
6	4045	融洽	róng qià	harmonious, friendly relations, on good terms with one another,
6	4046	溶解	róng jiě	to dissolve,
6	4047	容貌	róng mào	one's appearance, one's aspect, looks, features,
6	4048	容纳	róng nà	to hold, to contain, to accommodate, to tolerate (different opinions),
6	4049	容器	róng qì	receptacle, vessel,
6	4050	容忍	róng rěn	to put up with, to tolerate,
6	4051	揉	róu	to knead, to massage, to rub,
6	4052	柔和	róu hé	gentle, soft,
6	4053	弱点	ruò diǎn	weak point, failing,
6	4054	若干	ruò gān	a certain number or amount, how many?, how much?,
6	4055	撒谎	sā huǎng	to tell lies,
6	4056	腮	sāi	cheek,
6	4057	三角	sān jiǎo	triangle,
6	4058	散文	sǎn wén	prose, essay,
6	4059	散布	sàn bù	to disseminate,
6	4060	散发	sàn fā	to distribute, to emit, to issue,
6	4061	丧失	sàng shī	to lose, to forfeit,
6	4062	嫂子	sǎo zi	(informal) older brother's wife, sister-in-law, CL:個|个[gè],
6	4063	色彩	sè cǎi	tint, coloring, coloration, character,
6	4064	刹车	shā chē	to brake (when driving), to stop, to switch off, to check (bad habits), a brake,
6	4065	啥	shá	dialectal equivalent of 什麼|什么[shén me],
6	4066	筛选	shāi xuǎn	to filter,
6	4067	山脉	shān mài	mountain range, CL:條|条[tiáo],
6	4068	闪烁	shǎn shuò	flickering, twinkling, evasive, vague (of speech),
6	4069	擅长	shàn cháng	to be good at, to be expert in,
6	4070	擅自	shàn zì	without permission, of one's own initiative,
6	4071	商标	shāng biāo	trademark, logo,
6	4072	伤脑筋	shāng nǎo jīn	knotty, troublesome, bothersome,
6	4073	上级	shàng jí	higher authorities, superiors, CL:個|个[gè],
6	4074	上进心	shàng jìn xīn	motivation, ambition,
6	4075	上任	shàng rèn	to take office,
6	4076	上瘾	shàng yǐn	to get into a habit, to become addicted,
6	4077	上游	shàng yóu	upper reaches (of a river), upper level, upper echelon, upstream,
6	4078	捎	shāo	to bring sth to sb, to deliver,
6	4079	梢	shāo	tip of branch,
6	4080	哨	shào	a whistle, sentry,
6	4081	奢侈	shē chǐ	luxurious, extravagant, wasteful,
6	4082	设立	shè lì	to set up, to establish,
6	4083	设想	shè xiǎng	to imagine, to assume, to envisage, tentative plan, to have consideration for,
6	4084	设置	shè zhì	to set up, to install,
6	4085	社区	shè qū	community,
6	4086	涉及	shè jí	to involve, to touch upon (a topic),
6	4087	摄取	shè qǔ	absorb (nutrition), take a photo,
6	4088	摄氏度	shè shì dù	degrees centigrade,
6	4089	深奥	shēn ào	profound, abstruse, recondite, profoundly,
6	4090	深沉	shēn chén	deep, extreme, dull, low pitched (sound),
6	4091	深情厚谊	shēn qíng hòu yì	deep friendship,
6	4092	申报	shēn bào	to report (to the authorities), to declare (to customs),
6	4093	绅士	shēn shì	gentleman,
6	4094	呻吟	shēn yín	to moan, to groan,
6	4095	神奇	shén qí	magical, mystical, miraculous,
6	4096	神气	shén qì	expression, manner, spirited, vigorous,
6	4097	神情	shén qíng	look, expression,
6	4098	神色	shén sè	expression, look,
6	4099	神圣	shén shèng	divine, hallow, holy, sacred,
6	4100	神态	shén tài	appearance, manner, bearing, deportment, look, expression, mien,
6	4101	神仙	shén xiān	Daoist immortal, supernatural entity, (in modern fiction) fairy, elf, leprechaun etc, fig. lighthearted person,
6	4102	审查	shěn chá	to examine, to investigate, to censor out, censorship,
6	4103	审理	shěn lǐ	to hear (a case),
6	4104	审美	shěn měi	esthetics, appreciating the arts, taste,
6	4105	审判	shěn pàn	a trial, to try sb,
6	4106	渗透	shèn tòu	to permeate, to infiltrate, to pervade, osmosis,
6	4107	慎重	shèn zhòng	cautious, careful, prudent,
6	4108	生存	shēng cún	to exist, to survive,
6	4109	生机	shēng jī	opportunity to live, to reprieve from death, life force, vitality,
6	4110	生理	shēng lǐ	physiology,
6	4111	生疏	shēng shū	unfamiliar, strange, out of practice, not accustomed,
6	4112	生态	shēng tài	way of life, ecology,
6	4113	生物	shēng wù	organism, living creature, life form, biological, CL:個|个[gè],
6	4114	生效	shēng xiào	to take effect, to go into effect,
6	4115	生锈	shēng xiù	to rust, to grow rusty, to corrode, oxidization,
6	4116	生育	shēng yù	to bear, to give birth, to grow, to rear, to bring up (children),
6	4117	牲畜	shēng chù	domesticated animals, livestock,
6	4118	声明	shēng míng	statement, declaration, CL:項|项,份[fèn],
6	4119	声势	shēng shì	fame and power, prestige, influence, impetus, momentum,
6	4120	声誉	shēng yù	reputation, fame,
6	4121	省会	shěng huì	provincial capital,
6	4122	盛产	shèng chǎn	superabundant, to teem with, to produce in abundance, to abound in,
6	4123	盛开	shèng kāi	blooming, in full flower,
6	4124	盛情	shèng qíng	great kindness, magnificent hospitality,
6	4125	盛行	shèng xíng	to be in vogue, to be prevalent,
6	4126	胜负	shèng fù	victory or defeat, the outcome of a battle,
6	4127	失误	shī wù	lapse, mistake, to make a mistake, fault, service fault (in volleyball, tennis etc),
6	4128	失踪	shī zōng	to be missing, to disappear, unaccounted for,
6	4129	师范	shī fàn	teacher-training, pedagogical, normal (school, e.g. Beijing Normal University),
6	4130	施加	shī jiā	to exert (effort or pressure),
6	4131	施展	shī zhǎn	to use fully, to put to use,
6	4132	尸体	shī tǐ	dead body, corpse, carcass, CL:具[jù],
6	4133	拾	shí	to pick up, to collate or arrange, ten (banker's anti-fraud numeral),
6	4134	十足	shí zú	ample, complete, hundred percent, a pure shade (of some color),
6	4135	识别	shí bié	to distinguish, to discern,
6	4136	时差	shí chā	time difference, time lag, jet lag,
6	4137	时常	shí cháng	often, frequently,
6	4138	时而	shí ér	occasionally, from time to time,
6	4139	时光	shí guāng	time, era, period of time,
6	4140	时机	shí jī	fortunate timing, occasion, opportunity,
6	4141	时事	shí shì	current trends, the present situation, how things are going,
6	4142	时装	shí zhuāng	the latest fashion in clothes, fashionable,
6	4143	实惠	shí huì	tangible benefit, material advantages, advantageous (deal), substantial (discount),
6	4144	实力	shí lì	strength,
6	4145	实施	shí shī	to implement, to carry out,
6	4146	实事求是	shí shì qiú shì	to seek truth from facts (idiom), to be practical and realistic,
6	4147	实质	shí zhì	substance, essence,
6	4148	石油	shí yóu	oil, petroleum,
6	4149	使命	shǐ mìng	mission (diplomatic or other), set task,
6	4150	是非	shì fēi	right and wrong, quarrel,
6	4151	试图	shì tú	to attempt, to try,
6	4152	试验	shì yàn	experiment, test, experimental, CL:次,個|个[gè],
6	4153	势必	shì bì	to be bound to, undoubtedly will,
6	4154	势力	shì li	power, (ability to) influence,
6	4155	世代	shì dài	generation, an era, accumulation of years, passing on from generation to generation,
6	4156	世界观	shì jiè guān	worldview, world outlook, Weltanschauung,
6	4157	示范	shì fàn	to demonstrate, to show how to do sth, demonstration, a model example,
6	4158	示威	shì wēi	to demonstrate (as a protest), a demonstration, a military show of force,
6	4159	示意	shì yì	to hint, to indicate (an idea to sb),
6	4160	释放	shì fàng	to release, to set free, to liberate (a prisoner), to discharge,
6	4161	事故	shì gù	accident, CL:樁|桩,起,次[cì],
6	4162	事迹	shì jì	deed, past achievement, important event of the past,
6	4163	事件	shì jiàn	event, happening, incident, CL:個|个[gè],
6	4164	事态	shì tài	situation, existing state of affairs,
6	4165	事务	shì wù	(political, economic etc) affairs, work,
6	4166	事项	shì xiàng	matter, item,
6	4167	事业	shì yè	undertaking, project, activity, (charitable, political or revolutionary) cause, publicly funded institution, enterprise or foundation, career, occupation, CL:個|个[gè],
6	4168	适宜	shì yí	suitable, appropriate,
6	4169	视力	shì lì	vision, eyesight,
6	4170	视线	shì xiàn	line of sight,
6	4171	视野	shì yě	field of view, horizon,
6	4172	逝世	shì shì	to pass away, to die,
6	4173	收藏	shōu cáng	to hoard, to collect, collection, to bookmark (internet),
6	4174	收缩	shōu suō	to pull back, to shrink, to contract,
6	4175	收益	shōu yì	earnings, profit,
6	4176	收音机	shōu yīn jī	radio, CL:臺|台[tái],
6	4177	手法	shǒu fǎ	technique, trick, skill,
6	4178	手势	shǒu shì	gesture, sign, signal,
6	4179	手艺	shǒu yì	craftmanship, workmanship, handicraft, trade,
6	4180	首要	shǒu yào	the most important, of chief importance,
6	4181	守护	shǒu hù	to guard, to protect,
6	4182	受罪	shòu zuì	to endure, to suffer, hardships, torments, a hard time, a nuisance,
6	4183	授予	shòu yǔ	to award, to confer,
6	4184	书法	shū fǎ	calligraphy, handwriting, penmanship,
6	4185	书籍	shū jí	books, works,
6	4186	书记	shū ji	secretary, clerk, CL:個|个[gè],
6	4187	书面	shū miàn	in writing, written,
6	4188	舒畅	shū chàng	happy, entirely free from worry,
6	4189	疏忽	shū hu	to neglect, to overlook, negligence, carelessness,
6	4190	数	shǔ	to count, to enumerate, to criticize (i.e. enumerate shortcomings),
6	4191	竖	shù	to erect, vertical, vertical stroke (in Chinese characters),
6	4192	束	shù	to bind, bunch, bundle, classifier for bunches, bundles, beams of light etc, to control,
6	4193	束缚	shù fù	to bind, to restrict, to tie, to commit, fetters,
6	4194	树立	shù lì	to set up, to establish,
6	4195	数额	shù é	amount, sum of money, fixed number,
6	4196	数目	shù mù	amount, number,
6	4197	耍	shuǎ	to play with, to wield, to act (cool etc), to display (a skill, one's temper etc),
6	4198	衰老	shuāi lǎo	to age, to deteriorate with age, old and weak,
6	4199	衰退	shuāi tuì	to decline, to fall, to drop, to falter, a decline, recession (in economics),
6	4200	率领	shuài lǐng	to lead, to command, to head,
6	4201	涮	shuàn	to rinse, to trick, to fool sb, to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table),
6	4202	双胞胎	shuāng bāo tāi	twin, CL:對|对[duì],
6	4203	爽快	shuǎng kuai	refreshed, rejuvenated, frank and straightforward,
6	4204	水利	shuǐ lì	water conservancy, irrigation works,
6	4205	水龙头	shuǐ lóng tóu	faucet, tap,
6	4206	水泥	shuǐ ní	cement, CL:袋[dài],
6	4207	司法	sī fǎ	judicial, (administration of) justice,
6	4208	司令	sī lìng	commanding officer,
6	4209	思念	sī niàn	to think of, to long for, to miss,
6	4210	思索	sī suǒ	to think deeply, to ponder,
6	4211	思维	sī wéi	(line of) thought, thinking,
6	4212	思绪	sī xù	train of thought, emotional state, mood, feeling,
6	4213	私自	sī zì	private, personal, secretly, without explicit approval,
6	4214	斯文	sī wén	refined, educate, cultured, intellectual, polite, gentle,
6	4215	死亡	sǐ wáng	to die, death,
6	4216	四肢	sì zhī	the four limbs of the body,
6	4217	肆无忌惮	sì wú jì dàn	absolutely unrestrained, unbridled, without the slightest scruple,
6	4218	饲养	sì yǎng	to raise, to rear,
6	4219	耸	sǒng	to excite, to raise up, to shrug, high, lofty, towering,
6	4220	艘	sōu	classifier for ships, Taiwan pr. [sāo],
6	4221	搜索	sōu suǒ	to search, to look for sth, to scour (search meticulously), to look sth up, internet search, database search,
6	4222	苏醒	sū xǐng	to wake up, to regain consciousness,
6	4223	俗话	sú huà	common saying, proverb,
6	4224	塑造	sù zào	to model, to mould, plastic (arts), flexible, to portray (in sculpture or in words),
6	4225	素食	sù shí	vegetables, vegetarian food,
6	4226	素质	sù zhì	inner quality, basic essence, change over time,
6	4227	诉讼	sù sòng	lawsuit,
6	4228	算了	suàn le	let it be, let it pass, forget about it,
6	4229	算数	suàn shù	to count numbers, to keep to one's word, to hold (i.e. to remain valid), to count (i.e. to be important),
6	4230	随即	suí jí	immediately, presently, following which,
6	4231	随身	suí shēn	to (carry) on one's person, to (take) with one,
6	4232	随手	suí shǒu	conveniently, without extra trouble, while doing it, in passing,
6	4233	随意	suí yì	as one wishes, according to one's wishes, at will, voluntary, conscious,
6	4234	岁月	suì yuè	years, passing of time,
6	4235	隧道	suì dào	tunnel,
6	4236	损坏	sǔn huài	to damage, to injure,
6	4237	索赔	suǒ péi	to ask for compensation, to claim damages, claim for damages,
6	4238	索性	suǒ xìng	you might as well (do it), simply, just,
6	4239	塌	tā	collapse,
6	4240	踏实	tā shi	practical, down-to-earth, realistic, firmly based, steadfast, to have peace of mind, free from anxiety,
6	4241	台风	tái fēng	hurricane, typhoon,
6	4242	太空	tài kōng	outer space,
6	4243	泰斗	tài dǒu	leading scholar of his time, magnate,
6	4244	瘫痪	tān huàn	paralysis, be paralyzed (body, transportation, etc),
6	4245	贪婪	tān lán	avaricious, greedy, rapacious, insatiable, avid,
6	4246	贪污	tān wū	corruption,
6	4247	摊儿	tān r	erhua variant of 攤|摊[tān],
6	4248	弹性	tán xìng	flexibility, elasticity,
6	4249	坦白	tǎn bái	honest, forthcoming, to confess,
6	4250	探测	tàn cè	to probe, to take readings, to explore, exploration,
6	4251	探索	tàn suǒ	to explore, to probe,
6	4252	探讨	tàn tǎo	to investigate, to probe,
6	4253	探望	tàn wàng	to visit,
6	4254	叹气	tàn qì	to sigh, to heave a sigh,
6	4255	糖葫芦	táng hú lu	sugar-coated Chinese hawthorn fruit on a stick, tanghulu,
6	4256	倘若	tǎng ruò	provided that, supposing that, if,
6	4257	掏	tāo	variant of 掏[tāo],
6	4258	滔滔不绝	tāo tāo bù jué	unceasing torrent (idiom), talking non-stop, gabbling forty to the dozen,
6	4259	陶瓷	táo cí	pottery and porcelain, ceramics,
6	4260	淘气	táo qì	naughty, bad,
6	4261	淘汰	táo tài	to wash out, elimination (by selection), natural selection, to knock out (in a competition), to die out, to phase out,
6	4262	讨价还价	tǎo jià huán jià	to haggle over price,
6	4263	特长	tè cháng	personal strength, one's special ability or strong points,
6	4264	特定	tè dìng	special, specific, designated, particular,
6	4265	特色	tè sè	characteristic, distinguishing feature or quality,
6	4266	提拔	tí bá	to promote to a higher job, to select for promotion,
6	4267	提炼	tí liàn	to extract (ore, minerals etc), to refine, to purify, to process,
6	4268	提示	tí shì	to prompt, to present, to point out, to draw attention to sth, hint, brief, cue,
6	4269	提议	tí yì	proposal, suggestion, to propose, to suggest,
6	4270	题材	tí cái	subject matter,
6	4271	体谅	tǐ liàng	to empathize, to allow (for something), to show understanding, to appreciate,
6	4272	体面	tǐ miàn	dignity, face (as in "losing face"), honorable, creditable, pretty,
